,id,0,1,y,starter,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,supporting_cast,breakout_age,konami,games_played_rate
0,Russell Wilson,0.12621737,0.87378263,1,1,29.5,355.2,327.2,355.2,20.3,0.75,3.12,0.435971884,19.8,2.75,1.0
1,Andrew Luck,0.15531087,0.84468913,1,1,28.700000000000003,368.0,275.06666666666666,,20.6,0.6666666666666666,1.01,0.634443823,20.0,1.6666666666666667,0.7916666666666666
2,Cam Newton,0.25304747,0.74695253,0,1,29.1,398.4,308.75,313.6,20.7,0.5,1.01,1.653784566,21.3,6.5,0.953125
3,Deshaun Watson,0.31909359,0.6809064,1,1,22.7,172.9,172.9,172.9,24.7,0.0,1.12,1.107937445,20.0,2.0,0.4375
4,Aaron Rodgers,0.3942328,0.6057672,1,1,34.5,382.4,293.95,135.8,20.7,0.75,1.24,1.087887432,19.8,1.75,0.859375
5,Drew Brees,0.40713805,0.59286195,1,1,39.4,347.2,313.525,270.4,19.9,0.75,2.01,2.345428517,19.6,1.5,0.984375
6,Matt Ryan,0.41974294,0.58025706,1,1,33.1,350.4,283.6,240.0,17.466666666666665,0.25,1.03,1.43276198,20.3,0.0,1.0
7,Ben Roethlisberger,0.48945594,0.51054406,1,1,36.3,305.6,265.65,270.0,18.5,0.25,1.11,1.437954871,19.5,0.25,0.890625
8,Patrick Mahomes,0.54288995,0.45711008,1,1,22.7,11.4,11.4,11.4,11.4,0.0,1.1,2.27614162,19.0,0.0,0.0625
9,Jared Goff,0.62665105,0.37334892,1,1,23.6,262.5,161.35,262.5,13.05,0.0,1.01,2.01116402,18.9,1.0,0.6875
10,Dak Prescott,0.7833935,0.2166065,0,1,24.8,291.2,282.4,273.6,17.65,0.0,4.37,1.298836498,20.1,6.0,1.0
11,Alex Smith,0.84157085,0.15842916,0,1,34.1,300.0,257.025,300.0,17.433333333333334,0.0,1.01,0.6591259780000001,19.3,2.25,0.953125
12,Philip Rivers,0.854375,0.145625,0,1,36.5,292.8,284.0,280.0,17.766666666666666,0.0,1.04,1.57443667,18.7,0.0,1.0
13,Tom Brady,0.8685367,0.1314633,0,1,40.8,352.0,298.9,299.2,20.733333333333334,0.25,6.33,1.015516674,21.1,0.75,0.9375
14,Kirk Cousins,0.8936943,0.106305726,0,1,29.799999999999997,312.0,250.3,291.2,18.833333333333332,0.5,4.07,0.921687077,21.0,3.25,0.84375
15,Blake Bortles,0.91915035,0.080849655,0,1,26.4,332.8,263.45000000000005,256.0,18.133333333333336,0.25,1.03,0.861946731,20.7,1.75,0.96875
16,Eli Manning,0.94354075,0.056459237,0,1,37.4,300.8,256.25,201.0,15.733333333333333,0.25,1.01,1.388428417,20.7,0.5,0.984375
17,Matthew Stafford,0.9508615,0.049138464,0,1,30.299999999999997,302.4,282.8,280.0,18.133333333333333,0.25,1.01,1.03548086,19.6,1.25,1.0
18,Teddy Bridgewater,0.96154076,0.038459245,0,0,25.6,208.0,131.29999999999998,-1.3,5.85,0.0,1.32,2.345428517,18.8,1.3333333333333333,0.625
19,Jameis Winston,0.9621424,0.03785757,0,1,24.4,286.4,255.26666666666668,210.6,16.96666666666667,0.0,1.01,1.080716811,19.7,2.6666666666666665,0.9375
20,Chad Henne,0.97508687,0.02491314,0,0,32.9,162.0,48.15,-0.4,3.4666666666666672,0.0,2.26,2.27614162,20.2,0.0,0.328125
21,Mitchell Trubisky,0.97643214,0.02356783,0,1,23.8,139.2,139.2,139.2,11.6,0.0,1.02,0.839956293,22.0,2.0,0.75
22,Carson Wentz,0.97755754,0.022442454,0,1,25.4,280.8,251.60000000000002,280.8,17.75,0.0,1.02,1.216297214,21.7,1.0,0.90625
23,Sean Mannion,0.97877043,0.02122958,0,0,26.1,5.0,1.9666666666666668,5.0,0.6333333333333333,0.0,3.25,2.01116402,20.4,0.0,0.14583333333333334
24,Tyrod Taylor,0.9812724,0.018727595,0,0,28.799999999999997,274.4,193.39999999999998,226.5,17.633333333333333,0.0,6.15,1.590642064,20.1,3.5,0.703125
25,Joe Flacco,0.9821301,0.017869899,0,1,33.4,275.2,223.39999999999998,196.8,15.033333333333331,0.0,1.18,0.396864746,21.6,2.0,0.90625
26,Sam Darnold,0.98247176,0.017528253,0,1,21.0,,,,,,1.03,0.240152153,19.3,,
27,Josh Rosen,0.98247176,0.017528253,0,1,21.3,,,,,,1.1,1.047630362,18.6,,
28,Josh Allen,0.98247176,0.017528253,0,1,22.0,,,,,,1.07,0.6417359970000001,20.3,,
29,Ryan Tannehill,0.9866827,0.013317288,0,1,29.9,291.2,252.86666666666665,,16.05,0.0,1.08,0.648341569,22.1,1.0,0.9375
30,Case Keenum,0.9871823,0.012817685,0,1,30.299999999999997,243.0,108.625,243.0,12.433333333333332,0.0,,0.4714195439999999,19.6,0.5,0.5
31,Baker Mayfield,0.98737437,0.012625627,0,1,23.1,,,,,,1.01,1.590642064,18.4,,
32,Derek Carr,0.988625,0.011375031,0,1,27.2,284.8,241.65,213.0,16.533333333333335,0.0,2.04,0.29658088,20.4,0.0,0.96875
33,Marcus Mariota,0.98901725,0.010982752,0,1,24.6,268.5,235.70000000000002,225.0,16.900000000000002,0.0,1.02,0.738946277,18.9,3.0,0.875
34,Andy Dalton,0.990098,0.009901972,0,1,30.6,268.8,245.525,222.4,16.666666666666668,0.0,2.03,0.904149959,20.9,2.75,0.953125
35,Brandon Weeden,0.9903602,0.009639791,0,0,34.6,68.4,45.2,,11.4,0.0,1.22,1.107937445,26.9,0.5,0.3125
36,Nate Sudfeld,0.9904366,0.009563405,0,0,24.7,7.6,7.6,7.6,7.6,0.0,6.12,1.216297214,19.9,0.0,0.0625
37,Taylor Heinicke,0.9904366,0.009563405,0,0,25.2,0.6,0.6,0.6,0.6,0.0,,1.653784566,19.5,0.0,0.0625
38,Josh McCown,0.99077284,0.009227186,0,0,38.9,214.5,135.825,214.5,14.733333333333334,0.0,3.16,0.240152153,,2.25,0.578125
39,Lamar Jackson,0.9909999,0.009000107,0,0,21.4,,,,,,1.32,0.396864746,18.7,,
40,Kyle Allen,0.9909999,0.009000107,0,0,22.2,,,,,,,1.653784566,18.5,,
41,Joshua Dobbs,0.9909999,0.009000107,0,0,23.4,,,,,,4.29,1.437954871,19.6,,
42,Kyle Lauletta,0.9909999,0.009000107,0,0,23.2,,,,,,4.08,1.388428417,,,
43,Nick Mullens,0.9909999,0.009000107,0,0,23.2,,,,,,,0.189780585,20.5,,
44,Jimmy Garoppolo,0.99137026,0.008629724,0,1,26.6,91.8,34.55,91.8,7.0,0.0,2.3,0.189780585,19.8,0.25,0.328125
45,Jacoby Brissett,0.9914836,0.008516375,0,0,25.5,212.8,120.5,212.8,11.350000000000001,0.0,3.29,0.634443823,21.7,2.5,0.59375
46,C.J. Beathard,0.9914836,0.008516375,0,0,24.5,94.8,94.8,94.8,15.8,0.0,3.4,0.189780585,21.8,3.0,0.375
47,Garrett Gilbert,0.9916826,0.00831739,0,0,26.9,,,,,,6.38,1.653784566,22.1,,
48,DeShone Kizer,0.9917628,0.008237208,0,0,22.4,198.0,198.0,198.0,13.2,0.0,2.2,1.087887432,19.7,5.0,0.9375
49,Ryan Fitzpatrick,0.9923327,0.0076673115,0,0,35.5,300.8,179.7,76.8,14.200000000000001,0.25,7.36,1.080716811,20.8,1.0,0.75
50,Chase Daniel,0.9925331,0.007466906,0,0,31.700000000000003,11.8,3.0500000000000003,-0.2,0.13333333333333333,0.0,,0.839956293,19.9,0.0,0.09375
51,Brian Hoyer,0.9926126,0.007387406,0,0,32.6,173.8,122.75000000000001,68.0,11.966666666666667,0.0,,1.015516674,,0.25,0.640625
52,Matt Schaub,0.9927017,0.007298278,0,0,37.0,30.6,9.700000000000001,,7.7,0.0,3.27,1.43276198,21.2,0.0,0.14583333333333334
53,Matt Cassel,0.99292827,0.0070717055,0,0,36.1,72.0,30.175000000000004,4.4,5.2,0.0,7.16,1.03548086,,0.0,0.265625
54,Derek Anderson,0.99292827,0.0070717055,0,0,35.0,50.5,17.95,0.6,1.5,0.0,6.39,0.6417359970000001,19.2,0.0,0.25
55,Josh Johnson,0.9931274,0.0068725985,0,0,32.1,2.0,2.0,,1.0,0.0,5.25,0.29658088,19.3,0.0,0.125
56,Sam Bradford,0.99364364,0.006356369,0,0,30.6,226.5,154.03333333333333,27.0,14.5,0.0,1.01,1.047630362,19.8,0.0,0.6458333333333334
57,Blaine Gabbert,0.99364364,0.006356369,0,0,28.6,136.8,71.725,65.5,14.433333333333335,0.0,1.1,0.738946277,19.9,0.75,0.3125
58,Mike Glennon,0.9939006,0.006099429,0,0,28.5,166.4,76.9,38.8,9.833333333333334,0.0,3.11,1.047630362,21.7,0.0,0.375
59,Nick Foles,0.9939006,0.006099429,0,0,29.4,129.6,74.45,35.7,9.533333333333333,0.0,3.25,1.216297214,20.6,0.25,0.4375
60,Cody Kessler,0.9939006,0.006099429,0,0,25.1,77.4,40.650000000000006,3.9,4.95,0.0,3.31,0.861946731,20.3,0.0,0.375
61,Joe Webb,0.9939006,0.006099429,0,0,31.6,5.7,1.925,5.7,0.6666666666666666,0.0,6.3,1.107937445,21.8,0.0,0.15625
62,Geno Smith,0.9939006,0.006099429,0,0,27.7,163.8,50.85,9.6,10.1,0.0,2.07,1.57443667,19.9,0.25,0.296875
63,Brock Osweiler,0.9939006,0.006099429,0,0,27.5,184.5,95.475,69.0,13.033333333333333,0.0,2.25,0.648341569,20.8,1.0,0.515625
64,Nathan Peterman,0.9939006,0.006099429,0,0,24.1,15.2,15.2,15.2,3.8,0.0,5.28,0.29658088,21.3,0.0,0.25
65,A.J. McCarron,0.9939006,0.006099429,0,0,27.7,57.4,30.0,2.6,4.75,0.0,5.24,0.6417359970000001,21.0,0.0,0.28125
66,Robert Griffin III,0.9943261,0.005673864,0,0,28.299999999999997,213.2,125.43333333333332,,15.149999999999999,0.0,1.02,0.396864746,18.6,1.0,0.5625
67,Jeff Driskel,0.9943261,0.005673864,0,0,25.1,,,,,,6.32,0.904149959,18.4,,
68,Matt Barkley,0.9943261,0.005673864,0,0,27.7,84.7,29.533333333333335,,6.7,0.0,4.01,0.904149959,20.0,0.0,0.22916666666666666
69,Mark Sanchez,0.9943261,0.005673864,0,0,31.6,150.3,62.93333333333334,,6.550000000000001,0.0,1.05,0.6591259780000001,21.8,0.3333333333333333,0.2916666666666667
70,Colt McCoy,0.9943261,0.005673864,0,0,31.799999999999997,66.0,37.4,,4.4,0.0,3.21,0.6591259780000001,20.0,0.5,0.21875
71,Chad Kelly,0.9943261,0.005673864,0,0,24.2,,,,,,7.35,0.4714195439999999,21.4,,
